Name,Title,aiconalt,View,State,View1,asizebase
urvashi,Good product. Best choice for mixie,5.0 out of 5 stars,"Reviewed in India on November 3, 2019",Verified Purchase,A good product. Got it at a good discount.,
kishore punchaparambil,Preethi dimond,4.0 out of 5 stars,"Reviewed in India on October 15, 2019",Verified Purchase,Noise is bit high .it is easy to clean and use,
Stinger,Spoilt within a month,3.0 out of 5 stars,"Reviewed in India on April 16, 2021",Verified Purchase,The large jar has gotten spoilt (not moving when food is put in to grind) within a month of buying it.,
Phani,Unhappy with product,1.0 out of 5 stars,"Reviewed in India on May 30, 2020",Verified Purchase,"I am using just 3 days.
Next day suddenly stop .I don't know ,why mixer stop.sound also heavy.",One person found this helpful
Subramanya,Awesome product by preethi,5.0 out of 5 stars,"Reviewed in India on March 16, 2018",Verified Purchase,This product is just awesome..I'm using this Mixer since 2.5 years with out any issues...,
Balu Devarapu,"Nice Product, Preethi is always best",5.0 out of 5 stars,"Reviewed in India on December 7, 2019",Verified Purchase,"Nice Product, Preethi is always best",
Sabeena Sal,Tooo poor....,1.0 out of 5 stars,"Reviewed in India on October 19, 2019",Verified Purchase,Its not the actual preethi brand...its a duplicte of preethi...cheap quality...there is no label of preethi brand in its jars and caps... we dnt expect this type of cheating from amazon....be frank....,
Ramesh,Nice,5.0 out of 5 stars,"Reviewed in India on November 5, 2021",Verified Purchase,Good one,
Amazon Customer,Easy to maintain,2.0 out of 5 stars,"Reviewed in India on January 16, 2019",Verified Purchase,Works fine,2 people found this helpful
Laxmi,Not working after 3-4 uses,1.0 out of 5 stars,"Reviewed in India on January 20, 2020",Verified Purchase,"Mixer is stopped working suddenly, we never used much since we bought in oct 2019. Hardly used 2-4 times in last 3 months as we are mostly out of station. And mixer suddenly stopped working.",
VSP,Noisy,3.0 out of 5 stars,"Reviewed in India on October 7, 2019",Verified Purchase,Little bit noisy. Ok for the price.,
Rabindranatha reddy,"It is not working, immediately after unpacking. Defective piece. Packing is awful and bad",1.0 out of 5 stars,"Reviewed in India on February 22, 2021",Verified Purchase,"It is not working, immediately after packing.I have received a defective piece.",
Kindle Customer,Worth for money spent,4.0 out of 5 stars,"Reviewed in India on December 26, 2021",Verified Purchase,It's easy to use and worth for money spent. Really enough for basic kitchen needs.,
Preetam,Better option available,3.0 out of 5 stars,"Reviewed in India on November 30, 2018",Verified Purchase,In the name of design they goofed up the purpose the blades are not effective,
Ganga,Works for few days,2.0 out of 5 stars,"Reviewed in India on November 22, 2021",Verified Purchase,"Any product I purchase on Amazon, works only few days, really lost confidence on Amazon.",
Timon,Price manipulation,1.0 out of 5 stars,"Reviewed in India on March 15, 2021",Verified Purchase,Dissappointed,
Anand,Good product,5.0 out of 5 stars,"Reviewed in India on January 23, 2020",Verified Purchase,"Good one, value for money",
Sareeta Pareek,Duolicate donot buy,1.0 out of 5 stars,"Reviewed in India on June 16, 2020",Verified Purchase,The mixer keeps breaking down  and you have to repair it. The jars don’t work properly. One of the worst mixers I have used,
Surender Reddy Tekula,Worst Product,2.0 out of 5 stars,"Reviewed in India on November 23, 2021",Verified Purchase,It stopped working within a Month.,
muruganandam,High level of noise,1.0 out of 5 stars,"Reviewed in India on January 28, 2021",Verified Purchase,Very very high Noise level. You will disturb the entire street . Waste of money . Don't buy .,
Harish,Good product,4.0 out of 5 stars,"Reviewed in India on July 14, 2019",Verified Purchase,Nice product but a bit noisy. Very good performance so far.,
AmazonCustomer ,Four Stars,4.0 out of 5 stars,"Reviewed in India on May 29, 2017",Verified Purchase,It's good product. Mixes and grinds well. Value for money product. Suggested buy.,2 people found this helpful
Kishore,Worst,1.0 out of 5 stars,"Reviewed in India on July 16, 2019",Verified Purchase,"Even though its 750 wats, its not getting grind properly. Very worst.  Simple green chilli also not getting smooth. Soon aftr 3 min it comes hot.",
Divya Varghese,Faulty jar,1.0 out of 5 stars,"Reviewed in India on July 4, 2021",Verified Purchase,Horrible product. I hardly used it but the jar doesn’t work and the bottom just burnt upon use.,
Jagannatha H.,Kutchen device,5.0 out of 5 stars,"Reviewed in India on June 7, 2020",Verified Purchase,Wirks very well,
Amazon Customer,Not happy with the product,1.0 out of 5 stars,"Reviewed in India on September 7, 2020",Verified Purchase,"Not working properly, not happy with this product. I read reviews and bought but my bad luck got defect product",
Sai Kumar K,Good one,4.0 out of 5 stars,"Reviewed in India on January 22, 2018",Verified Purchase,The medium jar is too small in this model unlike previous preethi models. I bought for my mom n she is loving the new mixer.,
Shini Sijeo,Good value for money,5.0 out of 5 stars,"Reviewed in India on October 28, 2020",Verified Purchase,Good,
M.A.Sanjeevi,good,4.0 out of 5 stars,"Reviewed in India on February 19, 2021",Verified Purchase,good,
pheni,Nice product,4.0 out of 5 stars,"Reviewed in India on June 30, 2019",Verified Purchase,Since it's using 750W motor it's little bit noisy. Otherwise it's good product.,
Ramana Av,Superb,5.0 out of 5 stars,"Reviewed in India on November 5, 2018",Verified Purchase,Bought this product at very low price. Product works great.,One person found this helpful
Ram,Go for it,5.0 out of 5 stars,"Reviewed in India on July 30, 2021",Verified Purchase,Superb product,
Suresh,Very worst product from preethi. I have to give zero rating but option.,1.0 out of 5 stars,"Reviewed in India on December 5, 2021",Verified Purchase,Very noise and worst product. The Jar did not stand for 15 days..,
ravi kumar ch,Cheap Quality Product,1.0 out of 5 stars,"Reviewed in India on March 16, 2018",Verified Purchase,the Jars are of very poor quality material and they very small in size. sizes are just impractical. never expected such cheap quality from Preethi.,One person found this helpful
Surendra Kumar Parapatineni,Quality as expected,5.0 out of 5 stars,"Reviewed in India on December 21, 2021",Verified Purchase,"Did meet expectations regarding quality and ease of operation, except for noise.",
Abdul Gafoor M K,Jar coupler worn out after two use.,2.0 out of 5 stars,"Reviewed in India on October 11, 2021",Verified Purchase,Jar coupler worn out after two use. I have placed order for spare parts.,
Subramanian.R,Good product,4.0 out of 5 stars,"Reviewed in India on April 14, 2022",Verified Purchase,Blade is fixed and not removable like earlier. Hence difficult to clean,
SONI BELLARMINE,DEFECTIVE PRODUCT,1.0 out of 5 stars,"Reviewed in India on December 19, 2021",Verified Purchase,THE PRODUCT IS DEFECTIVE. ONE LID BROKE. THE OTHER LID IS LOOSE. THE PRODUCT IS USELESS,
Amazon Customer,Good  product.,5.0 out of 5 stars,"Reviewed in India on September 8, 2021",Verified Purchase,Performance  is fine.,
Amazon Customer,Satisfied,5.0 out of 5 stars,"Reviewed in India on December 1, 2020",Verified Purchase,Satisfied,
vijay,A good mixer grinder,4.0 out of 5 stars,"Reviewed in India on October 12, 2017",Verified Purchase,The price was a great deal and the mixie worth it. Family likes the product. All's good.,
Mitaaly N,Prefect for a family of three-four,5.0 out of 5 stars,"Reviewed in India on October 24, 2017",Verified Purchase,Simple - mum loves it (Thank God!!) so I love it!! Ideal for our family of three!,One person found this helpful
B.Lazarus.,Genuine product without original invoice,5.0 out of 5 stars,"Reviewed in India on August 31, 2020",Verified Purchase,Product is genuine.INVOICE NOT PRODUCED BY THE SELLER REASON BEST KNOWN TO THEM.,
Janani.,Mixer,5.0 out of 5 stars,"Reviewed in India on August 11, 2019",Verified Purchase,Excellent one. Worth for the price,One person found this helpful
kannan meenakshisundaram,OK,3.0 out of 5 stars,"Reviewed in India on February 15, 2021",Verified Purchase,Working normal,
RAGHAVAPURAPU LAKSHMI PRASAD,It is not working. Please direct me how to replace it,3.0 out of 5 stars,"Reviewed in India on July 25, 2020",Verified Purchase,I have purchased earlier in the showroom. That time it has not given any problem. But now with in the warranty period it has given problem,
Robin,Happy,5.0 out of 5 stars,"Reviewed in India on July 23, 2019",Verified Purchase,...worth for money spend...got it less than half the MRP. Good brand and worksend well...delivery delayed one day.,One person found this helpful
Mohammad Ferdoz,👍,5.0 out of 5 stars,"Reviewed in India on August 23, 2019",Verified Purchase,👍,One person found this helpful
Asha Pachisia,Missing part,1.0 out of 5 stars,"Reviewed in India on August 30, 2020",Verified Purchase,Couldn’t use it as the lid of small grinder is missing,
Amazon Customer,Using since last 1 1/2 year. No issues. ...,5.0 out of 5 stars,"Reviewed in India on July 9, 2018",Verified Purchase,Using since last 1 1/2 year.  No issues.  Once there was some issue but immediately rectified by company with one phone call.,2 people found this helpful
Stella,Mixie grinder,3.0 out of 5 stars,"Reviewed in India on January 20, 2020",Verified Purchase,I just bought a week ago if it works 2years well then I rate this .,
Ragupathy Kannan,Value for money product...,4.0 out of 5 stars,"Reviewed in India on July 22, 2019",Verified Purchase,The mixer works pretty good and the noise level has been reduced to some extent. Overall performance is up to the mark and the quality is very good.,
Dhiraj,Wonderful mixer,4.0 out of 5 stars,"Reviewed in India on October 25, 2017",Verified Purchase,Good service from Amazon and very nice performance but only the problem with it's noice otherwise everything is perfect.,
Venugopal L,Defective motor. Stopped working after 2 months,1.0 out of 5 stars,"Reviewed in India on December 11, 2020",Verified Purchase,Motor stopped working after 2 months. Tried calling customer care but no response. Defective motor. Not worth the money,
KRISHNAN V V,Heavy duty machine,5.0 out of 5 stars,"Reviewed in India on October 27, 2021",Verified Purchase,Really a great product. Thanks Preethi,
Sri,Good,4.0 out of 5 stars,"Reviewed in India on August 29, 2020",Verified Purchase,Good,
kishora M,Nice mixy,4.0 out of 5 stars,"Reviewed in India on April 24, 2019",Verified Purchase,"Very good, working well, good design. But not suitable for grinding more than 4 people",
Livingston.A,Vary high noise,3.0 out of 5 stars,"Reviewed in India on October 24, 2018",Verified Purchase,Vary good but vary high noise and jar glass top is broken quickly,
Bhaumik,Don't buy its a trap,1.0 out of 5 stars,"Reviewed in India on July 26, 2020",Verified Purchase,Worst ever service if you face any issues no one will help you please don’t buy this brand had worst experience,
Jeyakumar Daniel,Noise level very high- no good,3.0 out of 5 stars,"Reviewed in India on April 30, 2021",Verified Purchase,"Looks good. But noise level too high. Can’t stand near it. Like to return only.
Will get headaches only.",
mohammed n.,Poor quality,2.0 out of 5 stars,"Reviewed in India on August 30, 2021",Verified Purchase,Largest jar is not working.poor quality product.,
