Name,Title,aiconalt,View,State,View1,asizebase
Anu,We have been using it without it for over 45 days as we don't have any kids at home works just fine. This product was a gift for,4.0 out of 5 stars,"Reviewed in India on March 18, 2017",Verified Purchase,"Let me start with the con first as it was a delivery defect.
This product arrived with the securing hull broken.. we earlier thought it was the design but there was a hook broken. We have been using it without it for over 45 days as we don't have any kids at home works just fine.
This product was a gift for my mamma who loves cooking hearty non veg food so the mixer for her is a match made in heaven. Right from home made garam Masala to turmeric is grounded within a blink. Except for the broken hull I have no doubt regarding the performance of this mixy.. super impressive!!",2 people found this helpful
Triveni Shetty,Close ur eyes n but this product.,5.0 out of 5 stars,"Reviewed in India on September 30, 2019",,"It's such an excellent product. I have recommended it to all my friends. I m very happy that I selected Sujata mixer grinder.
I have gone through all the reviews from all the brands. N I have live examples of people who have been using Sujata mixer since decades.
All the 3 jars r excellent in grinding in seconds.
Please do buy this product. N it will last for a lifetime.",2 people found this helpful
Amazon customer,Motor performance is very good but the small jar(chutney jar) depth is too small ...,4.0 out of 5 stars,"Reviewed in India on December 9, 2016",Verified Purchase,"Motor performance is very good but  the small jar(chutney jar) depth is too small when I tried to use the jar the lid opened and my fingers got cuts terrible incident , next time whole masala got spit out of the jar",6 people found this helpful
BI BI HAJIRA,Not recommend it,1.0 out of 5 stars,"Reviewed in India on May 21, 2020",,I think people are exagirating in writing positive reviews about this mixer  i have bought it for my home and after using writing this review mixer is too much high price you have to run for long time to grind as one of in reviews has told it gets heat very fast and look of of the mixer is very cheap not like Panasonic and preethi and another major problem is spare parts so I do not recommend this,2 people found this helpful
Sendil,Small change in blade helps a lot,4.0 out of 5 stars,"Reviewed in India on July 12, 2022",,We bought this mixie in Jan 2020 within the first few wet grinding the whole plastic near the locking area melted. Under warranty it was repaired and again we had the same issue and it was repaired promptly. But on the root cause I found out tat the heating was due to the blade supplied along . I replaced the smaller wet grinding blade from older mixie and it's superb fine with no heating problem. Also please use full speed while wet grinding it helps lower the motor heat.,
Shankarprasad,Powerful 900 W Motor. Tough body. Low noise.,5.0 out of 5 stars,"Reviewed in India on July 22, 2017",,Very powerful Mixer Grinder. New model has 900 W. Therefore no overload reset problem like my old mixer. Comparatively very low noise than other 750 W mixers in Market. And the outer body and steel jars also made of high quality materials and feels very powerful. Beware of one thing. When grinding is made sometimes suddenly it make an abnormal loud noise. This is because of  the paste  go up and an air bubble created inside the Jar and the powerful blades rotates inside this air bubble makes this voice. If it occurs switch off it and just press the WHIP button  for  1 or 2 seconds. And starts again. This will make the paste uniformly distributed  inside the jar. And it will start the normal running again without loud noise.,One person found this helpful
Amazon Customer,Check this one before finalising,4.0 out of 5 stars,"Reviewed in India on November 25, 2020",,"It's cheaper in market around 5k.
Excellent Mixie for household , don't go in for Phillips or other 500 watt .it's not worth it.
The teething of the mixie is aluminium unlike plastic.
Noise is lesser than earlier mixies I have used",One person found this helpful
MJ,Just go for it!!,5.0 out of 5 stars,"Reviewed in India on July 26, 2021",,"Superb mixie, have tried many brands earlier, some branded, some non branded, but was not satisfied but my search ends here, this is one of the most powerful mixers available and has a very good design for mounting the jars. And it's grinding is awesome 😎",
Depankar Roy,Amazing,5.0 out of 5 stars,"Reviewed in India on July 24, 2022",,Amazing amazing amazing amazing amazing amazing amazing amazing amazing amazing amazing amazing amazing amazing amazing amazing amazing amazing amazing amazing,
Amazon Customer,Best in performance,5.0 out of 5 stars,"Reviewed in India on July 4, 2017",,"Those looking for a high performance mixer just go for this product blindly.

I purchased this product 5 years back and it still works very well that too without any repairs or damages.

It's good for grinding and works pretty good in no time.

I got this product from a wholesaler and a much lesser price though but was worth every penny spent!

It beats at branded mixer grinders and one of the retailers also suggested it's been used by hotels and caterers",
rahul Jain,One of best quality product except after sales facility,3.0 out of 5 stars,"Reviewed in India on October 4, 2020",,"Purchased 2 set of machins 2 yrs back, working smooth. only drawback is Poor aftersales service. Chutney Jar is cracked within a year for both the machines & not available across city & online..  rest quality wise its one of best machine available among all brands.",
Ramu Goud,Super good,3.0 out of 5 stars,"Reviewed in India on September 18, 2021",,"Super Excellent
.........
....
...
.. ...
.....
....
..........
.......
...

......

.mmm m

Mm....
....
....
..m
.....",
Pradheep Kumar,Great performance but jar handle is too brittle,3.0 out of 5 stars,"Reviewed in India on December 1, 2021",,Jar handle is too weak that it got broke within a month but the warrenty period got over. Performance is v.good and is v.quiet when compared to other models. Earlier we had Philips brand which will wake up an entire town when switched on. Also this powerful motor is very effective,
Joy Antony  N.,Sujata is the best.,5.0 out of 5 stars,"Reviewed in India on August 2, 2019",,"I used my old sujata mixer grinder for nine years. Except some minor problems that can be fixed it is still in working condition. I find this new one also as sturdy, powerful and cute as the old one. Hope that it will also do the heavy duties required in an Indian Kitchen. Nice product. Prompt delivery.",
Thirumalai samy S,Fake product. Go for dynamix 900 instead,1.0 out of 5 stars,"Reviewed in India on September 26, 2018",,"Dynamic 900 and Dynamic DX 900 are same. Don't waste money for this product. Reported to amazon.

Wasted 1 week by ordering this",5 people found this helpful
JI,Stay away from this brand,1.0 out of 5 stars,"Reviewed in India on January 18, 2021",,"Worst mixer grinder brought a years ago, has stopped working now, when called customer support they are like sir no home service. Regret buying it. They just what your money and nothing else.",
afsalkhan,Good,5.0 out of 5 stars,"Reviewed in India on May 10, 2022",,"Good mixer grinder,  powerfull,  nothing more to say,  go for it,  you will get it In good condition.. I have bought two and both are working fine",
Harsh Agarwal,Good Product but Amazon price is about Rs 600 more than local shops.,2.0 out of 5 stars,"Reviewed in India on August 31, 2021",,Good Product but Amazon price is about Rs 600 more than local shops. Recommend to buy from local shop after proper testing,
Amazon Customer,Ok,3.0 out of 5 stars,"Reviewed in India on April 4, 2021",,Ok nice product go for it i am cheack if I not brought also I can send rewiew so it is not correct if you see this rewiew it is not true,
Vickie,Everything is good... But there is no after sell service at my location... Rourkela sundargarh,4.0 out of 5 stars,"Reviewed in India on May 14, 2022",,No after sell service at rourkela sundargarh... Odisha... So i am thinking about it... Plzz provide service center at rourkela,
BRIGIT,Really good,5.0 out of 5 stars,"Reviewed in India on May 20, 2021",,"Really good product. There is some noise, but I think that’s there for all mixer grinders. Easy to clean and use.",
Gameboy,Excellent Product,5.0 out of 5 stars,"Reviewed in India on December 24, 2017",,"Superb build quality, The 900 W heavy duty motor performs well as expected. Jars are great too. Motor is silent considering the power. Best Mixer Grinder available in India. Buy it without any second thought. IT'S totally worth the money.",
Amazon Customer,The best,5.0 out of 5 stars,"Reviewed in India on May 13, 2017",,We have been using this mixie grinder for the past two years. Nothing great in looks but powerful performance. The cook uses it very extensively and still it's working fine. We did not buy it on Amazon though.,2 people found this helpful
Amazon Customer,Very sturdy and strong,5.0 out of 5 stars,"Reviewed in India on November 17, 2020",,"We can graint minimum quantity with in seconds,three jar can solve every needs,I like
It,wer grainder is very good,go for it",
Pritam C.,Defective,1.0 out of 5 stars,"Reviewed in India on November 12, 2019",,"Got a defective product. So I replaced the item,hope this time will get the good one. Most importantly the product container box needs to be wrapped up such a way that can ensure of its unused state by anyone in the middle of its despatch from querier to customer. Lastly expect an original product always from Amazon.",One person found this helpful
Dusmant Kumar Tripathy,Best comparing to Philips...Usha...Orient...Compton..Prithi etc...5+ ratings..,5.0 out of 5 stars,"Reviewed in India on November 4, 2018",,Fantastic...Excellent and best mixter grinder...Maintains quality as the company only manufactures mixter grinder and nothingelse...Buy it closing ur eyes if u want a hassle free mixter grinder..,
Ashish,Iss se behtar mixer grinder nhi aata!,5.0 out of 5 stars,"Reviewed in India on July 24, 2019",,"Writing this review after 3 months of usage
Got it for 1500rs. Less from retail outlet

1.Superb quality
2.heavy duty motor
3.not too noisy
4.no wear of Bush or blades
5.perfect for grinding masalas
6.occupies less space",
Amazon Customer,No 1 brand,5.0 out of 5 stars,"Reviewed in India on August 21, 2020",,"I am using this product from past 7 or 8 years ,, it's still running perfect.Not a single time it had been to repair..No fault , excellent quality ..Best in the Business..At present No 1 in India.
All I could say , Sujata -Sirf naam hi kafi hai ..Keep it up and maintain the standard",
Amazon Customer,The One The Only,5.0 out of 5 stars,"Reviewed in India on February 16, 2019",,"This will be your end all be all product in this range. Very few can compete or come close to this product's durability , extreme raw and powerful utility. Just a pleasure using it over 6 months now.
All the positive reviews about this product turned out right.",
Aditya Dhore,Awosame product......,5.0 out of 5 stars,"Reviewed in India on November 22, 2018",,Mixer is awesome.... really....but I want atta kneeding dough......maker with Sujata mixer ..plz prthi mixer grinder  me Saath jese...alag.le sakte hai .....I request plz sujata company's...aap hame atta kneading dough maker ...... possible karke duniyet....sujata 900 watts dynamic mixer awosame product hai,
