Name,Title,aiconalt,View,State,View1,asizebase
Amazon Customer,Very good,5.0 out of 5 stars,"Reviewed in India on June 10, 2022",Verified Purchase,इस मिक्सर को खरीदने के बाद आज पर्यंत तक लगातार चल रहा है यह अमेजॉन की टीम को मैं बहुत-बहुत धन्यवाद देता हूं बहुत ही अच्छा प्रोडक्ट है,
Ambreen,Duplicate product,1.0 out of 5 stars,"Reviewed in India on August 21, 2019",Verified Purchase,"Duplicate product... Jars were duplicate too as I get them checked.
Noise level is too much
Jars blades cannot even blend curd...
I want to return the product",One person found this helpful
Anjan Barik,Stopped running...,1.0 out of 5 stars,"Reviewed in India on March 6, 2022",Verified Purchase,I was grinding rice but it was stopped and after one day it's not working. And it take to service station they are told me that it need to repair. Dear seller will you return your product? This is not working now...,
Harish,Sturdy little !,5.0 out of 5 stars,"Reviewed in India on August 7, 2020",Verified Purchase,"Sturdy product. Lasted for 3 years. When I bought it was priced less compared to peers. Nevertheless the product lasted rough handling, the blades are still good. It travelled extensively. Still as good as new.",One person found this helpful
Dipanwita Singha,Good one,4.0 out of 5 stars,"Reviewed in India on December 13, 2019",Verified Purchase,Always go for a branded product as they can be serviced if there is any fault. Though noise level is high but works great.,One person found this helpful
Dibyalochan,Cheap n Best.,5.0 out of 5 stars,"Reviewed in India on January 10, 2022",Verified Purchase,"Purchased with ₹1400/- during Diwali offer and performance is super. Copper coil, 500wt light weight do grinding properly.",One person found this helpful
Ankur Thakur,Very easy to handle,5.0 out of 5 stars,"Reviewed in India on August 16, 2019",Verified Purchase,"This is my second purchase of the very same product, this time I bought it for one of my family members and needless to say it's working great. No qualms about it. A great product.",
Jiten,Water leaking,1.0 out of 5 stars,"Reviewed in India on January 23, 2020",Verified Purchase,"I bought  on 22 Jan 20 , and I checked jar leaking water . 23 Jan I return this product, and  I got full refund in Amazon pay balance.Amazon service is good.",
Anuj,Good for normal use,5.0 out of 5 stars,"Reviewed in India on September 29, 2020",Verified Purchase,I got this in under 2000 and I m happy with it it full fill my all basic needs its no for hard use like turmeric and in starting you should start it by giving some jurck,
Rauf,Worst product &Service i have came across ever,1.0 out of 5 stars,"Reviewed in India on January 15, 2021",Verified Purchase,"Within in a week, it stopped working.. And morever the service team of bajaj are not responding any mail Or any phone call
I think it's better to buy directly as well instead of online, in that case you can go directly to the seller for any issue if service team of any company not responding",
lakshmi menon,Good Quality & Made in India,4.0 out of 5 stars,"Reviewed in India on July 28, 2020",Verified Purchase,"Noise level is not loud or annoying and it is easy to clean. It is sturdy and I know I can depend on Bajaj Brand. Am also happy I bought a ""Made in India"" good quality product.",
Pallab,Not long lasting product,1.0 out of 5 stars,"Reviewed in India on October 5, 2021",Verified Purchase,After using 1yrs the jar is got damaged. Build quality should be more good.,
zeba khan,Very bad performance,1.0 out of 5 stars,"Reviewed in India on October 27, 2020",Verified Purchase,"Whoever wants a genuine review then please dont order it, i tried to blend onions and there were pieces left in it. Dont order this one at all.",
Amazon Customer,Defective product,1.0 out of 5 stars,"Reviewed in India on December 23, 2021",Verified Purchase,"The Bajaj mixer grinder was delivered yesterday. Today morning when we fixed it, the motor didn't start at all. We needed it badly for chutney but there was no helpline mentioned on the papers. Have asked for replacement. Hope that works.",
Sangeetha Raghunathan,Utilatarian mixie at reasonable price,4.0 out of 5 stars,"Reviewed in India on March 10, 2020",Verified Purchase,"Efficient and easy-to-use mixie at reasonable price.

However, very high decibel in operation .

Also, the fit of the jars, especially the large wet jar, is way too tight for comfort. This is a big put off.",
Sandeep Anapurapu,Hangs often,2.0 out of 5 stars,"Reviewed in India on October 28, 2019",Verified Purchase,"This was the worst thing..it suddenly stops while grinding small things like onions, every time we have to switch overload and wait..the item was lacking one srcrew and was damaged inside, we noticed it very late, could not return..and raised a service request , eventhough its on warranty service engineer collected money..for traveling purpose..since my home is too far..",
Vinay Kumar M,Content Spills out from chutney jar,2.0 out of 5 stars,"Reviewed in India on May 9, 2019",Verified Purchase,I'm using this from more than an year. It's ok ok product. My mother scolds me everyday for buying this cheap product. The content Spills out from chutney jar as lid's rubber is loose.,
Sanen,Review after 4 months,4.0 out of 5 stars,"Reviewed in India on May 5, 2019",Verified Purchase,"Writing after 4 months of use.
Received the product safe and sound.
It's easy to use but make a quite loud noise when using.
Yet no problem till now apart from noise level.
Giving the fact it it is budget friendly.",
Amazon Customer,Very good mixer.,4.0 out of 5 stars,"Reviewed in India on January 19, 2022",Verified Purchase,"I was hesitant to buy the mixer online. But during covid, we have to buy it online. But it is very good. Noise is average. Performance is good. Jars size is good. At this price it is very good
Go for it.",
NV,"Mixer not working, hence returned",1.0 out of 5 stars,"Reviewed in India on September 20, 2018",Verified Purchase,"The product was not working, hence returned the product.
But planning to re order the same. Will again review after its delivered",3 people found this helpful
SHIV CHAITAN,Beat item,5.0 out of 5 stars,"Reviewed in India on September 28, 2021",Verified Purchase,"Review after used of 2.5 year (approx)

Product is very good, till now there is no problem.",One person found this helpful
Shan,Not good,1.0 out of 5 stars,"Reviewed in India on June 21, 2021",Verified Purchase,"Not worth. All the jars are waste, except the smallest one. Not able to blend liquid consistency items(you can not make juice).",
Ramkrishna halder,Quite Good.....,4.0 out of 5 stars,"Reviewed in India on October 22, 2020",Verified Purchase,"I ordered this product on Great Indian sale on 2020 October.
Today I receive the product.
First impression is quite Good. Good packing, no fault on product, on time delivery, little noisy , quality good.
You can go for this. Also bajaj is best selling mixture on it's range.",
Surbhi Thakur,Excellent product,4.0 out of 5 stars,"Reviewed in India on November 19, 2020",Verified Purchase,I liked this product very much.....easy to clean ..... Bajaj rex is very nice mixer...You should buy it ...its grinds very fine....and chutney jar also works wonder fully...also the jar works very nicely... There is no need to worry about the watts for home purposes..its wonderful..,
Mikey August,Go for it.,5.0 out of 5 stars,"Reviewed in India on September 11, 2020",Verified Purchase,A little noisy but gets the job done efficiently. Have been using it for over 3 years now and have no complaints whatsoever.,
Dinesh,Very less blades in the jar when compare to others.,2.0 out of 5 stars,"Reviewed in India on June 11, 2019",Verified Purchase,Blades in the jar are very less and thus it is not grinding properly. Go for juicer. Even local brand have more blades in jar thus they are doing great job at grinding/ mixing .,
Super reviewer,Looking like bajaj copy,2.0 out of 5 stars,"Reviewed in India on January 21, 2022",Verified Purchase,"Looking like old bajaj mixer.jar is not like solid steel but like light tin.cover of jar is made of local plastic with rubber grip.
Lower black portion of jar is not finished well.",
MK,Do not recommend this,1.0 out of 5 stars,"Reviewed in India on July 6, 2022",Verified Purchase,"Not happy with this product.
Doesn’t do the job.
Would be happy if could return and get refund for this.
Do not recommend.",
Ravikant Gupta,Value for money,5.0 out of 5 stars,"Reviewed in India on May 24, 2022",Verified Purchase,I am giving this review after using almost 2 years and it's been working so good until now without any problem. This mixer is being used for daily normal kitchen activity and it's worth buying it .,
